time,latitude,longitude,elevation,pointxyz,distance,elevation_change,cum_elevation,cum_distance,step_feet
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
,38.641205,-78.590218,341.4,"(38.641205, -78.590218, 341.4)",0.0,0.0,0.0,0.0,0.0
